dz_2021_code,type,deprived_in_0_dimensions,deprived_in_1_dimension,deprived_in_2_dimensions,deprived_in_3_dimensions,deprived_in_4_dimensions
N20003530,NI data zone,67,41,16,1,0
N20003531,NI data zone,15,59,65,46,4
N20003532,NI data zone,57,84,60,35,7
N20003533,NI data zone,42,76,83,29,6
N20003534,NI data zone,46,72,47,22,2
N20003535,NI data zone,120,87,24,3,1
N20003536,NI data zone,126,90,45,3,0
N20003537,NI data zone,147,69,19,1,0
N20003538,NI data zone,128,57,26,5,0
N20003539,NI data zone,89,53,14,2,0
N20003540,NI data zone,86,63,14,1,0
N20003541,NI data zone,67,52,19,2,0
N20003542,NI data zone,106,69,18,1,0
N20003543,NI data zone,64,88,35,12,1
N20003544,NI data zone,84,37,19,1,1
N20003545,NI data zone,101,76,18,1,0
N20003546,NI data zone,103,98,40,16,4
N20003547,NI data zone,149,102,23,10,3
N20003548,NI data zone,138,88,16,1,0
N20003549,NI data zone,155,59,19,3,0
N20003550,NI data zone,146,94,19,6,0
N20003551,NI data zone,104,68,16,0,0
N20003552,NI data zone,51,70,53,28,8
N20003553,NI data zone,186,93,28,4,0
N20003554,NI data zone,245,121,30,5,0
N20003555,NI data zone,109,66,34,7,1
N20003556,NI data zone,114,62,21,1,0
N20003557,NI data zone,96,22,5,0,0
N20003558,NI data zone,71,63,54,25,7
N20003559,NI data zone,116,57,27,5,0
N20003560,NI data zone,87,38,6,1,0
N20003561,NI data zone,133,79,28,4,0
N20003562,NI data zone,150,93,14,2,0
N20003563,NI data zone,54,65,65,8,1
N20003564,NI data zone,80,59,21,4,3
N20003565,NI data zone,109,39,13,0,0
N20003566,NI data zone,103,46,14,2,0
N20003567,NI data zone,122,85,12,2,0
N20003568,NI data zone,139,70,25,6,1
N20003569,NI data zone,189,102,35,8,1
N20003570,NI data zone,26,45,41,26,3
N20003571,NI data zone,67,65,51,26,2
N20003572,NI data zone,62,83,56,19,8
N20003573,NI data zone,62,67,55,22,3
N20003574,NI data zone,69,54,41,28,3
N20003575,NI data zone,93,39,8,0,0
N20003576,NI data zone,97,53,29,4,0
N20003577,NI data zone,61,64,53,16,6
N20003578,NI data zone,156,96,15,0,0
N20003579,NI data zone,73,55,16,19,5
N20003580,NI data zone,104,80,27,2,0
N20003581,NI data zone,147,79,17,3,0
N20003582,NI data zone,78,70,44,7,0
N20003583,NI data zone,84,54,18,6,1
N20003584,NI data zone,92,88,40,5,2
N20003585,NI data zone,91,80,29,1,0
N20003586,NI data zone,121,103,87,22,8
N20003587,NI data zone,65,94,29,4,0
N20003588,NI data zone,91,61,36,5,0
N20003589,NI data zone,83,101,40,8,1
N20003590,NI data zone,82,41,16,0,0
N20003591,NI data zone,57,35,10,0,0
N20003592,NI data zone,95,68,54,13,1
N20003593,NI data zone,36,65,45,16,1
N20003594,NI data zone,109,71,38,8,1
N20003595,NI data zone,130,86,32,4,0
N20003596,NI data zone,93,75,40,10,2
N20003597,NI data zone,77,39,15,4,0
N20003598,NI data zone,61,67,22,1,0
N20003599,NI data zone,110,94,66,17,2
N20003600,NI data zone,80,67,17,4,0
N20003601,NI data zone,71,37,22,6,0
N20003602,NI data zone,69,67,32,8,1
N20003603,NI data zone,92,67,41,15,0
N20003604,NI data zone,55,67,21,3,0
N20003605,NI data zone,129,120,60,14,2
N20003606,NI data zone,39,50,27,20,5
N20003607,NI data zone,61,54,38,15,0
N20003608,NI data zone,19,35,52,36,19
N20003609,NI data zone,39,71,59,31,4
N20003610,NI data zone,36,28,34,20,6
N20003611,NI data zone,63,59,31,6,0
N20003612,NI data zone,71,52,32,14,0
N20003613,NI data zone,64,62,33,7,0
N20003614,NI data zone,68,87,34,6,0
N20003615,NI data zone,132,104,57,6,0
N20003616,NI data zone,63,87,94,37,3
N20003617,NI data zone,53,56,55,23,4
N20003618,NI data zone,55,62,45,13,1
N20003619,NI data zone,180,85,39,7,0
N20003620,NI data zone,143,98,56,13,0
N20003621,NI data zone,98,60,16,1,0
N20003622,NI data zone,127,47,17,1,0
N20003623,NI data zone,149,60,20,1,0
N20003624,NI data zone,147,99,54,14,2
N20003625,NI data zone,99,87,29,4,0
N20003626,NI data zone,100,68,28,1,0
N20003627,NI data zone,119,67,19,1,0
N20003628,NI data zone,141,70,33,6,0
N20003629,NI data zone,116,77,26,3,1
N20003630,NI data zone,116,67,16,2,0
N20003631,NI data zone,70,72,28,11,2
N20003632,NI data zone,106,93,50,27,4
N20003633,NI data zone,9,29,46,59,8
N20003634,NI data zone,104,74,27,1,0
N20003635,NI data zone,100,72,36,7,1
N20003636,NI data zone,78,38,23,3,1
N20003637,NI data zone,109,64,31,4,0
N20003638,NI data zone,103,48,22,10,0
N20003639,NI data zone,100,78,21,4,0
N20003640,NI data zone,30,53,56,22,8
N20003641,NI data zone,71,44,25,8,0
N20003642,NI data zone,85,65,38,10,1
N20003643,NI data zone,42,47,36,3,0
N20003644,NI data zone,89,100,79,28,2
N20003645,NI data zone,152,79,27,5,0
N20003646,NI data zone,96,81,33,4,0
N20003647,NI data zone,126,78,31,2,0
N20003648,NI data zone,77,76,52,5,0
N20003649,NI data zone,96,94,34,5,1
N20003650,NI data zone,158,139,58,5,0
N20003651,NI data zone,55,61,55,24,9
N20003652,NI data zone,122,78,23,4,0
N20003653,NI data zone,42,66,84,21,10
N20003654,NI data zone,49,77,70,57,10
N20003655,NI data zone,112,63,36,8,0
N20003656,NI data zone,59,83,35,14,2
N20003657,NI data zone,41,50,46,25,1
N20003658,NI data zone,72,68,23,1,0
N20003659,NI data zone,50,68,59,32,0
N20003660,NI data zone,33,53,51,26,8
N20003661,NI data zone,74,62,57,8,0
N20003662,NI data zone,23,43,55,48,16
N20003663,NI data zone,59,54,52,33,0
N20003664,NI data zone,91,72,45,22,1
N20003665,NI data zone,36,36,32,17,2
N20003666,NI data zone,27,59,82,46,4
N20003667,NI data zone,99,77,29,8,1
N20003668,NI data zone,66,62,56,31,3
N20003669,NI data zone,102,87,33,9,0
N20003670,NI data zone,100,49,39,14,0
N20003671,NI data zone,91,50,26,13,1
N20003672,NI data zone,70,39,10,3,0
N20003673,NI data zone,174,65,29,2,0
N20003674,NI data zone,55,40,15,1,0
N20003675,NI data zone,143,28,13,1,0
N20003676,NI data zone,145,62,13,3,0
N20003677,NI data zone,42,66,55,17,1
N20003678,NI data zone,126,52,10,2,0
N20003679,NI data zone,39,65,32,4,1
N20003680,NI data zone,97,113,39,7,1
N20003681,NI data zone,84,57,15,2,0
N20003682,NI data zone,51,67,63,21,4
N20003683,NI data zone,59,57,25,6,0
N20003684,NI data zone,103,93,22,2,1
N20003685,NI data zone,100,68,22,6,0
N20003686,NI data zone,76,52,15,5,0
N20003687,NI data zone,79,68,24,2,0
N20003688,NI data zone,91,50,10,1,0
N20003689,NI data zone,66,62,20,5,0
N20003690,NI data zone,69,47,25,1,0
N20003691,NI data zone,74,68,36,7,0
N20003692,NI data zone,14,47,26,20,1
N20003693,NI data zone,106,69,10,0,0
N20003694,NI data zone,67,75,34,2,0
N20003695,NI data zone,109,87,20,1,0
N20003696,NI data zone,94,105,36,3,0
N20003697,NI data zone,116,81,14,0,0
N20003698,NI data zone,113,104,41,7,0
N20003699,NI data zone,78,68,35,14,2
N20003700,NI data zone,158,76,26,2,0
N20003701,NI data zone,103,68,27,4,0
N20003702,NI data zone,60,57,17,3,0
N20003703,NI data zone,68,45,34,7,0
N20003704,NI data zone,118,91,20,1,0
N20003705,NI data zone,91,55,23,4,0
N20003706,NI data zone,77,58,19,1,0
N20003707,NI data zone,82,74,43,11,5
N20003708,NI data zone,124,85,33,9,0
N20003709,NI data zone,110,76,41,11,0
N20003710,NI data zone,40,46,19,3,0
N20003711,NI data zone,34,50,39,24,2
N20003712,NI data zone,108,114,36,9,1
N20003713,NI data zone,55,47,36,10,0
N20003714,NI data zone,130,70,20,1,0
N20003715,NI data zone,57,74,34,11,0
N20003716,NI data zone,98,79,27,12,0
N20003717,NI data zone,86,42,5,0,0
N20003718,NI data zone,69,82,57,22,4
N20003719,NI data zone,130,100,22,2,0
N20003720,NI data zone,39,70,47,42,8
N20003721,NI data zone,74,71,20,6,1
N20003722,NI data zone,92,85,30,1,0
N20003723,NI data zone,31,51,52,31,4
N20003724,NI data zone,46,63,31,6,0
N20003725,NI data zone,98,87,48,15,4
N20003726,NI data zone,57,56,21,2,0
N20003727,NI data zone,56,66,34,7,0
N20003728,NI data zone,118,68,30,4,0
N20003729,NI data zone,133,55,17,1,0
N20003730,NI data zone,62,50,24,3,0
N20003731,NI data zone,71,51,16,0,0
N20003732,NI data zone,69,96,58,28,5
N20003733,NI data zone,86,75,41,10,0
N20003734,NI data zone,104,83,38,13,0
N20003735,NI data zone,53,82,64,44,7
N20003736,NI data zone,54,49,28,4,1
N20003737,NI data zone,57,47,31,13,1
N20003738,NI data zone,105,110,58,6,1
N20003739,NI data zone,175,121,34,8,0
N20003740,NI data zone,88,63,32,4,0
N20003741,NI data zone,57,60,41,16,3
N20003742,NI data zone,53,48,34,14,2
N20003743,NI data zone,126,113,51,7,0
N20003744,NI data zone,62,57,44,7,0
N20003745,NI data zone,67,68,33,5,0
N20003746,NI data zone,88,67,33,7,0
N20003747,NI data zone,82,65,23,6,0
N20003748,NI data zone,61,64,39,4,0
N20003749,NI data zone,64,39,40,16,6
N20003750,NI data zone,44,86,57,26,6
N20003751,NI data zone,48,69,57,18,0
N20003752,NI data zone,59,65,44,8,1
N20003753,NI data zone,74,47,24,19,1
N20003754,NI data zone,66,82,62,16,3
N20003755,NI data zone,79,72,22,8,0
N20003756,NI data zone,66,84,52,29,4
N20003757,NI data zone,105,112,53,12,0
N20003758,NI data zone,115,115,87,11,2
N20003759,NI data zone,55,71,68,15,0
N20003760,NI data zone,69,60,37,9,1
N20003761,NI data zone,107,74,43,8,0
N20003762,NI data zone,61,55,32,5,0
N20003763,NI data zone,85,72,28,10,0
N20003764,NI data zone,37,61,43,11,0
N20003765,NI data zone,28,52,50,22,4
N20003766,NI data zone,95,83,43,17,0
N20003767,NI data zone,48,62,31,8,2
N20003768,NI data zone,55,65,59,19,1
N20003769,NI data zone,84,62,24,6,0
N20003770,NI data zone,67,65,34,11,0
N20003771,NI data zone,118,101,41,5,1
N20003772,NI data zone,78,72,40,22,1
N20003773,NI data zone,111,89,43,12,0
N20003774,NI data zone,73,62,24,2,1
N20003775,NI data zone,73,77,70,18,6
N20003776,NI data zone,59,62,32,9,2
N20003777,NI data zone,46,66,57,24,5
N20003778,NI data zone,54,77,39,15,2
N20003779,NI data zone,64,71,55,32,10
N20003780,NI data zone,76,62,27,6,0
